sample_id,hand_name,hdr_name,jewelry_name,method,pred_path,gt_path,mask_path,masked_lpips,masked_ssim,masked_psnr,hist_chi2_fg_boundary,hist_chi2_fg_fg,mask_pixels,crop_h,crop_w
light-skin-hand_rotate|cinema_hall_4k|light-skin-hand_ch-gladysiewski_gold|composite,light-skin-hand_rotate,cinema_hall_4k,light-skin-hand_ch-gladysiewski_gold,composite,./his2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_gold_composite.png,./his2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_gold_gt.png,./restore2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_gold/cinema_hall_4k_059_mask_restored.png,0.2653040587902069,0.22950232028961182,7.9752965906147955,0.6269833689653757,0.49334548064493744,2771,110,114
light-skin-hand_rotate|cinema_hall_4k|light-skin-hand_ch-gladysiewski_gold|diffusion,light-skin-hand_rotate,cinema_hall_4k,light-skin-hand_ch-gladysiewski_gold,diffusion,./restore2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_gold/cinema_hall_4k_059_restored.png,./his2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_gold_gt.png,./restore2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_gold/cinema_hall_4k_059_mask_restored.png,0.17797967791557312,0.3364429473876953,13.436026536357835,0.5149401962785057,0.18716278644770257,2771,110,114
light-skin-hand_rotate|cinema_hall_4k|light-skin-hand_ch-gladysiewski_gold|hist,light-skin-hand_rotate,cinema_hall_4k,light-skin-hand_ch-gladysiewski_gold,hist,./his2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_gold_hist.png,./his2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_gold_gt.png,./restore2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_gold/cinema_hall_4k_059_mask_restored.png,0.2036852389574051,0.24908123910427094,10.126718785459625,0.3525545633058376,0.2510261755740246,2771,110,114
light-skin-hand_rotate|cinema_hall_4k|light-skin-hand_ch-gladysiewski_silver|composite,light-skin-hand_rotate,cinema_hall_4k,light-skin-hand_ch-gladysiewski_silver,composite,./his2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_silver_composite.png,./his2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_silver_gt.png,./restore2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_silver/cinema_hall_4k_059_mask_restored.png,0.2773703932762146,0.2410295158624649,6.793578819674607,0.6502444075860596,0.5108482209878539,2771,110,114
light-skin-hand_rotate|cinema_hall_4k|light-skin-hand_ch-gladysiewski_silver|diffusion,light-skin-hand_rotate,cinema_hall_4k,light-skin-hand_ch-gladysiewski_silver,diffusion,./restore2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_silver/cinema_hall_4k_059_restored.png,./his2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_silver_gt.png,./restore2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_silver/cinema_hall_4k_059_mask_restored.png,0.16011376678943634,0.32535162568092346,12.97791344906079,0.5056935713535431,0.19172596314305274,2771,110,114
light-skin-hand_rotate|cinema_hall_4k|light-skin-hand_ch-gladysiewski_silver|hist,light-skin-hand_rotate,cinema_hall_4k,light-skin-hand_ch-gladysiewski_silver,hist,./his2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_silver_hist.png,./his2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_silver_gt.png,./restore2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_ch-gladysiewski_silver/cinema_hall_4k_059_mask_restored.png,0.19112944602966309,0.2975369393825531,10.108229607471875,0.3155463821962038,0.2651626919189658,2771,110,114
light-skin-hand_rotate|cinema_hall_4k|light-skin-hand_golden-ring-test_gold|composite,light-skin-hand_rotate,cinema_hall_4k,light-skin-hand_golden-ring-test_gold,composite,./his2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_golden-ring-test_gold_composite.png,./his2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_golden-ring-test_gold_gt.png,./restore2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_golden-ring-test_gold/cinema_hall_4k_059_mask_restored.png,0.4270339012145996,0.09197798371315002,6.928533320261706,0.912323923280924,0.6774713657464986,3606,97,116
light-skin-hand_rotate|cinema_hall_4k|light-skin-hand_golden-ring-test_gold|diffusion,light-skin-hand_rotate,cinema_hall_4k,light-skin-hand_golden-ring-test_gold,diffusion,./restore2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_golden-ring-test_gold/cinema_hall_4k_059_restored.png,./his2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_golden-ring-test_gold_gt.png,./restore2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_golden-ring-test_gold/cinema_hall_4k_059_mask_restored.png,0.26104241609573364,0.18705317378044128,10.844826923509942,0.409455554635208,0.28663399219797264,3606,97,116
light-skin-hand_rotate|cinema_hall_4k|light-skin-hand_golden-ring-test_gold|hist,light-skin-hand_rotate,cinema_hall_4k,light-skin-hand_golden-ring-test_gold,hist,./his2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_golden-ring-test_gold_hist.png,./his2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_golden-ring-test_gold_gt.png,./restore2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_golden-ring-test_gold/cinema_hall_4k_059_mask_restored.png,0.2799399793148041,0.10286469757556915,9.790734925250721,0.3835025062087898,0.21465623048259638,3606,97,116
light-skin-hand_rotate|cinema_hall_4k|light-skin-hand_golden-ring-test_silver|composite,light-skin-hand_rotate,cinema_hall_4k,light-skin-hand_golden-ring-test_silver,composite,./his2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_golden-ring-test_silver_composite.png,./his2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_golden-ring-test_silver_gt.png,./restore2/light-skin-hand_rotate/cinema_hall_4k/light-skin-hand_golden-ring-test_silver/cinema_hall_4k_059_mask_restored.png,0.4797435700893402,0.0998103991150856,5.517376925391568,0.961733185299041,0.709580715112006,3606,97,116
